Date,^GSPC,^FTLC,^RUT,IEUS,GOVT,IGOV,SIVR,SGOL,Total
2021-09-14,5934.4862562865555,0.0,0.0,0.0,4842.803079566866,0.0,0.0,0.0,10777.28933585342
2021-09-15,5984.775074897626,0.0,0.0,0.0,4837.402862186854,0.0,0.0,0.0,10822.17793708448
2021-09-16,5975.491848201174,0.0,0.0,0.0,4826.600700020592,0.0,0.0,0.0,10802.092548221766
2021-09-17,5921.049904143778,0.0,0.0,0.0,4817.599186116414,0.0,0.0,0.0,10738.64909026019
2021-09-20,5820.526398424784,0.0,0.0,0.0,4837.402862186854,0.0,0.0,0.0,10657.929260611638
2021-09-21,5815.798044234165,0.0,0.0,0.0,4833.801565662688,0.0,0.0,0.0,10649.599609896854
2021-09-22,5871.162180405428,0.0,0.0,0.0,4839.203164967689,0.0,0.0,0.0,10710.365345373117
2021-09-23,5942.407064789323,0.0,0.0,0.0,4806.7973694314,0.0,0.0,0.0,10749.204434220723
2021-09-24,5951.088975270085,0.0,0.0,0.0,4792.394947184714,0.0,0.0,0.0,10743.483922454798
2021-09-27,5934.566475261099,0.0,0.0,0.0,4785.193736061371,0.0,0.0,0.0,10719.760211322471
2021-09-28,5813.714307456368,0.0,0.0,0.0,4767.190708253014,0.0,0.0,0.0,10580.905015709382
2021-09-29,5822.837096203731,0.0,0.0,0.0,4770.791659295933,0.0,0.0,0.0,10593.628755499663
2021-09-30,5753.488770990363,0.0,0.0,0.0,4776.192222157192,0.0,0.0,0.0,10529.680993147555
2021-10-01,5819.6048584977025,0.0,0.0,0.0,4788.984701790427,0.0,0.0,0.0,10608.589560288128
2021-10-04,5744.032062609125,0.0,0.0,0.0,4785.381332378775,0.0,0.0,0.0,10529.4133949879
2021-10-05,5804.485212263065,0.0,0.0,0.0,4770.9675092509215,0.0,0.0,0.0,10575.452721513986
2021-10-06,5828.299812714162,0.0,0.0,0.0,4774.5712241438205,0.0,0.0,0.0,10602.871036857981
2021-10-07,5876.664680309739,0.0,0.0,0.0,4760.157401015967,0.0,0.0,0.0,10636.822081325707
2021-10-08,5865.4183713907,0.0,0.0,0.0,4751.14863200559,0.0,0.0,0.0,10616.567003396289
2021-10-11,5825.147793982678,0.0,0.0,0.0,4736.734808877736,0.0,0.0,0.0,10561.882602860414
2021-10-12,5811.069690043546,0.0,0.0,0.0,4761.958740240545,0.0,0.0,0.0,10573.028430284092
2021-10-13,5828.6337323480375,0.0,0.0,0.0,4772.7688484755,0.0,0.0,0.0,10601.402580823538
2021-10-14,5928.088303926559,0.0,0.0,0.0,4776.372217887151,0.0,0.0,0.0,10704.460521813711
2021-10-15,5972.313089811509,0.0,0.0,0.0,4763.760079465123,0.0,0.0,0.0,10736.073169276631
2021-10-18,5992.468270212459,0.0,0.0,0.0,4763.760079465123,0.0,0.0,0.0,10756.228349677582
2021-10-19,6036.772622885169,0.0,0.0,0.0,4749.34625633727,0.0,0.0,0.0,10786.118879222438
2021-10-20,6058.891537695493,0.0,0.0,0.0,4742.139517513966,0.0,0.0,0.0,10801.03105520946
2021-10-21,6077.043200293191,0.0,0.0,0.0,4734.932778690663,0.0,0.0,0.0,10811.975978983854
2021-10-22,6070.525245564771,0.0,0.0,0.0,4745.743577888113,0.0,0.0,0.0,10816.268823452883
2021-10-25,6099.3492927107845,0.0,0.0,0.0,4747.545262593939,0.0,0.0,0.0,10846.894555304723
2021-10-26,6110.448859603219,0.0,0.0,0.0,4754.751655935995,0.0,0.0,0.0,10865.200515539214
2021-10-27,6079.581511260072,0.0,0.0,0.0,4778.174248074225,0.0,0.0,0.0,10857.755759334297
2021-10-28,6139.3394298012945,0.0,0.0,0.0,4765.562109652196,0.0,0.0,0.0,10904.90153945349
